source,blob,key,container,cardinality,runs,bytes,chunk,hi_key
00198-16-e5ab3bac-e05f-4f5b-bd75-8c4c0d28a20f-00001-deletes.puffin,0,1,run,6656,10,42,1,0
00198-16-e5ab3bac-e05f-4f5b-bd75-8c4c0d28a20f-00001-deletes.puffin,0,2,run,11264,20,82,2,0
00198-16-e5ab3bac-e05f-4f5b-bd75-8c4c0d28a20f-00001-deletes.puffin,0,3,run,8192,15,62,3,0
00198-16-e5ab3bac-e05f-4f5b-bd75-8c4c0d28a20f-00001-deletes.puffin,0,4,run,7168,11,46,4,0
00198-16-e5ab3bac-e05f-4f5b-bd75-8c4c0d28a20f-00001-deletes.puffin,0,5,run,9216,14,58,5,0
00198-16-e5ab3bac-e05f-4f5b-bd75-8c4c0d28a20f-00001-deletes.puffin,0,6,run,5632,10,42,6,0
00198-16-e5ab3bac-e05f-4f5b-bd75-8c4c0d28a20f-00001-deletes.puffin,0,7,run,7168,12,50,7,0
00198-16-e5ab3bac-e05f-4f5b-bd75-8c4c0d28a20f-00001-deletes.puffin,0,8,run,8192,14,58,8,0
00198-16-e5ab3bac-e05f-4f5b-bd75-8c4c0d28a20f-00001-deletes.puffin,0,9,run,10240,13,54,9,0
00198-16-e5ab3bac-e05f-4f5b-bd75-8c4c0d28a20f-00001-deletes.puffin,0,10,run,7680,14,58,10,0
00198-16-e5ab3bac-e05f-4f5b-bd75-8c4c0d28a20f-00001-deletes.puffin,0,11,run,10240,17,70,11,0
00198-16-e5ab3bac-e05f-4f5b-bd75-8c4c0d28a20f-00001-deletes.puffin,0,12,run,6144,10,42,12,0
00198-16-e5ab3bac-e05f-4f5b-bd75-8c4c0d28a20f-00001-deletes.puffin,0,13,run,7168,13,54,13,0
00198-16-e5ab3bac-e05f-4f5b-bd75-8c4c0d28a20f-00001-deletes.puffin,0,14,run,7680,13,54,14,0
00198-16-e5ab3bac-e05f-4f5b-bd75-8c4c0d28a20f-00001-deletes.puffin,0,15,run,8704,15,62,15,0
00198-16-e5ab3bac-e05f-4f5b-bd75-8c4c0d28a20f-00001-deletes.puffin,0,16,run,8192,13,54,16,0
00198-16-e5ab3bac-e05f-4f5b-bd75-8c4c0d28a20f-00001-deletes.puffin,0,17,run,9728,17,70,17,0
00198-16-e5ab3bac-e05f-4f5b-bd75-8c4c0d28a20f-00001-deletes.puffin,0,18,run,6656,13,54,18,0
00198-16-e5ab3bac-e05f-4f5b-bd75-8c4c0d28a20f-00001-deletes.puffin,0,19,run,10240,16,66,19,0
00198-16-e5ab3bac-e05f-4f5b-bd75-8c4c0d28a20f-00001-deletes.puffin,0,20,run,6656,12,50,20,0
00198-16-e5ab3bac-e05f-4f5b-bd75-8c4c0d28a20f-00001-deletes.puffin,0,21,run,11776,19,78,21,0
00198-16-e5ab3bac-e05f-4f5b-bd75-8c4c0d28a20f-00001-deletes.puffin,0,22,run,10240,16,66,22,0
00198-16-e5ab3bac-e05f-4f5b-bd75-8c4c0d28a20f-00001-deletes.puffin,0,23,run,7680,15,62,23,0
00198-16-e5ab3bac-e05f-4f5b-bd75-8c4c0d28a20f-00001-deletes.puffin,0,24,run,10240,18,74,24,0
00198-16-e5ab3bac-e05f-4f5b-bd75-8c4c0d28a20f-00001-deletes.puffin,0,25,run,9728,14,58,25,0
00198-16-e5ab3bac-e05f-4f5b-bd75-8c4c0d28a20f-00001-deletes.puffin,0,26,run,8192,14,58,26,0
00198-16-e5ab3bac-e05f-4f5b-bd75-8c4c0d28a20f-00001-deletes.puffin,0,27,run,7168,13,54,27,0
00198-16-e5ab3bac-e05f-4f5b-bd75-8c4c0d28a20f-00001-deletes.puffin,0,28,run,7680,13,54,28,0
00198-16-e5ab3bac-e05f-4f5b-bd75-8c4c0d28a20f-00001-deletes.puffin,0,29,run,10240,16,66,29,0
00198-16-e5ab3bac-e05f-4f5b-bd75-8c4c0d28a20f-00001-deletes.puffin,0,30,run,5248,11,46,30,0
